"asc_acc","asc_brk","speed_acc","speed_brk","nodv_acc","nodv_brk","dist_acc","dist_brk","time_acc","time_brk","asc_llc","asc_rlc","speed_llc","speed_rlc","nodv_llc","nodv_rlc","dist_llc","dist_rlc","time_llc","time_rlc","pos_acc","pos_brk","pos_llc","pos_rlc","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19306.8171975594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19306.8171975594
8.07936061173678e-05,0.000425369599834085,0.000335147904232145,0.00190839368104935,0.000317132778465748,0.000603340778499842,0.0014436311069876,0.00935561830922962,8.67133419960738e-05,0.000333854479715228,-0.001165926348418,-0.00114339835010469,-0.00533900750242174,-0.00523584853671491,-0.00184299523383379,-0.00184657923690975,-0.0252862095292658,-0.0250048706512898,-0.000920396961271763,-0.000908507825806737,-2.28404253721237e-05,3.15201543271542e-05,-0.000131088487803936,-5.11678457260132e-05,-17767.568779728
5.20639828269912e-06,0.000411534272072955,-6.2066795175003e-05,0.00177669825669066,0.000372957626162274,0.000191688573154424,-0.00330020388128968,-0.00962946689309957,-4.0768904251825e-05,-0.000343854974728775,-0.00235687332755451,-0.00230635260448646,-0.0107857174642395,-0.0105544052345678,-0.00349844845816874,-0.00351555676533113,-0.039888773085745,-0.0393388855854529,-0.00145891348503149,-0.00143493443362695,-7.77578646761398e-05,6.60276248036212e-06,-0.000264094120874162,-7.06012827065696e-05,-17047.9532554142
-0.000367565993159099,0.000642689998014125,-0.00183488963460109,0.00276065315627367,-0.000137876790217716,0.000212089477692601,-0.0220546719052803,-0.0149186285643292,-0.000663535176572794,-0.000541316405501354,-0.00351668058891417,-0.00343688752564163,-0.0160850987101747,-0.0157198017177831,-0.00493432471603167,-0.00497644875917863,-0.0463152440084427,-0.045562733396139,-0.00170332371213805,-0.00166922682651697,-0.000175902372596852,3.88125112152852e-06,-0.000392915845311123,-6.32272523913777e-05,-16841.2053303806
-0.00331188612584639,0.0205354556439642,-0.0200170111423336,0.0881525235834405,0.0149947417220155,0.00571821073427031,-0.0189209983501256,-0.0183086898485464,0.00331253895778676,-0.00196723022096957,-0.081749842673787,-0.0797410774938513,-0.373238203557087,-0.364046417879117,-0.0913281730831104,-0.0941480991328084,-0.00387652279327203,0.00222887827045397,-0.00110654482025238,-0.000663251013868931,-0.00494794574720213,-9.93905712096132e-05,-0.00904787755186778,0.00208122147163232,-14967.4911245625
-0.00408910158321725,0.018466967862329,-0.0238857035546165,0.0782978661733638,0.0153469965868452,0.00188705148814334,-0.018647847485723,-0.017308787932813,0.00358413085953439,-0.00206068872029279,-0.0844636485611407,-0.0825992905875901,-0.38560187960449,-0.377076726090951,-0.0939444995706743,-0.0974667359871802,0.00562866496580448,-0.00453916047389554,-0.000809956882387433,-0.000928172508031312,-0.00532549458390281,-0.000456974691392021,-0.00937121656708416,0.00246235766199204,-14907.4254239537
-0.0129546647378078,-0.00824531205518587,-0.067359289975165,-0.0475948251258236,0.0167166660749464,-0.0429254423338305,-0.0155416993055136,-0.0051161975029916,0.00614114529221738,-0.00292422412259447,-0.105065981087154,-0.102185708532866,-0.479412572780121,-0.466231096551587,-0.113346235756706,-0.118752553766349,0.0119484464774667,0.00766742000012043,-0.000878126626535049,-0.00066399161902384,-0.00900926784179994,-0.00456173345554141,-0.0119172644860381,0.00677861926463424,-14321.5320995251
-0.0528476132701999,-0.0131147867801714,-0.255535904171431,-0.0769285419375922,-0.0105400682752367,-0.0598437773862375,0.00244819681426429,-0.0018869524577803,0.0113995134592851,-0.00449107061191859,-0.115153007461843,-0.112147242217493,-0.524818100382766,-0.510997439818289,-0.110916668137011,-0.123391427954369,0.0152405029683564,0.0109024704004496,-0.000391976401780214,-0.000278409951075417,-0.0183422518766969,-0.00785231693226435,-0.0137262895949847,0.0182986916990869,-14275.87721974
-0.0567403104793092,0.0165954881849453,-0.375441088354706,-0.0694040986364229,0.425634226442198,-0.106621197441893,-0.00739961557271576,-0.000645655945489575,0.105427891109794,-0.0298218406676932,-0.126575586794735,-0.130306747078644,-0.564008640882961,-0.579501692635816,0.159843362414364,0.00550726911101113,0.00858055954804712,0.0100622587409513,0.0121084496404791,0.00850843952024003,-0.113585475618197,-0.0557977195533813,-0.0285175739440145,0.246383477026033,-14271.4645470176
-0.0516642980230528,0.0233344593529793,-0.386011241769191,-0.0868346572279212,0.4581937707003,-0.0531940564367673,-0.00876171606466003,-0.0010381584027615,0.134286503511419,-0.0359246113304071,-0.138767919023529,-0.127855767688775,-0.614623443056374,-0.563028295257868,0.22395132598589,0.0598479592605484,0.010070153238368,0.0066178429986965,0.0150470621387393,0.0117108811325611,-0.142628059468074,-0.0723893439026614,-0.0346389430185463,0.327529579613317,-14244.7117541397
-0.0377418031407485,0.0377225978155027,-0.389117515166904,-0.120356080128013,0.456310067242769,0.0419128956558696,-0.0104613440499996,-0.00157841052248104,0.189489988606103,-0.0472919697261283,-0.142579647469043,-0.142901411543223,-0.621459331831805,-0.620513658170735,0.364172101535173,0.131802369261448,0.00568633133193332,0.00757651639848924,0.020744406816194,0.0167161154804342,-0.196187166439311,-0.10162057506069,-0.0446241699314487,0.485347966483625,-14213.5735898338
0.00340331633836404,0.0984533084607455,-0.365521754322973,-0.0990731836808475,0.356275991199538,-0.0756019865768129,-0.013800106029579,0.000706317990882936,0.31700022956242,-0.0749742739909123,-0.156392594423271,-0.1567256227855,-0.652246735399539,-0.652372187126615,0.462445072310295,0.273809596372555,0.00395191973019242,0.00336090180207859,0.022057237728754,0.0240727248182402,-0.298320482670965,-0.136269925008076,-0.0684485880062715,0.853772865738762,-14186.9539262322
0.0484170984786846,0.170241929882842,-0.373959710816948,-0.117729296778282,0.357769032450558,-0.0626267684420233,-0.0194136755500176,0.00122121430663892,0.474571237858099,-0.0939194209953721,-0.156882256337018,-0.17220806876312,-0.60567481575366,-0.676581582026365,0.339021575704046,0.293667848988913,0.00508597045688205,0.00441177509372639,0.011247405884899,0.0238568825232516,-0.392002101802232,-0.15236621696797,-0.0928788243099171,1.27709163518373,-14146.8764621441
0.071514578486092,0.215318435588378,-0.377172353395845,-0.126431660985794,0.35041004750932,-0.0685621805648248,-0.0212713694637678,0.00106510074190181,0.528712420824202,-0.0877416638120978,-0.164287401971335,-0.173808093704982,-0.61627654817851,-0.649100638559054,0.368426445234516,0.203445933987025,0.00509974115904543,0.00553083800606394,0.0146160672789292,0.0157660247202156,-0.371595908498195,-0.11475860164263,-0.100260071486726,1.37644748888265,-14137.9328380839
0.177393064901359,0.449515355231339,-0.405097411009638,-0.185285754506044,0.350506705709966,-0.0608582752067487,-0.027165225915243,-0.00112893705808136,0.692808235771174,-0.0273781516861214,-0.18880009454549,-0.216138547331889,-0.610961805921279,-0.659689680882275,0.367817249881332,0.258883526389236,0.00389278285441226,0.00555384315292257,0.0399340850857953,-0.00658491069880598,-0.150277823670242,0.0692332702623383,-0.0922556208117662,1.46666929757652,-14121.2086271995
0.362342350205264,0.889525566377912,-0.444614849259706,-0.277871212064934,0.340273611761474,-0.0667339387397782,-0.0316162996023093,-0.00327649973786333,0.818169441414826,0.0381726209444732,-0.233502721539725,-0.287119051858565,-0.604232841377646,-0.643262338117981,0.361338527482626,0.250781204047383,0.00136459665476262,0.00607656411616562,0.10858738134758,-0.0259523184582879,0.00403571049476587,-0.076704763879308,0.0087902713621794,1.48723730564724,-14095.6389412438
3.5459745075138,8.63269180236215,-1.03842902055988,-1.98881483905252,0.159618659084944,-0.0919152625326393,-0.061718740436894,-0.0234545033656369,1.69595088967733,0.655558096083797,-1.02169022470108,-1.52440693191489,-0.473385139218932,-0.334377894334117,0.218588300178645,0.100281280644997,-0.0433610177325043,0.00536032554232327,1.3368530581971,-0.0906086593167049,-0.973142950824281,0.110657084713966,1.45098717106402,1.10242510070676,-14037.6999780118
7.56023528191396,18.3582479132864,-1.83756610679357,-4.14430430881796,0.0392635335917133,-0.0534988122222758,-0.0108904632205436,0.0368520351832154,0.244569112625636,-1.02141961581767,-2.06916451652947,-3.0979290829308,-0.197574868484896,0.0188119406678763,0.0111365915500915,-0.0615870235043824,-0.0878920529758082,-0.0161424858050156,2.5234832895754,0.411562112722979,-0.8592026533508,0.0274606597716675,-0.319841389328884,1.27257173275777,-13767.7190362227
9.07523154814061,20.8027634888976,-2.14771249635717,-4.69615441758508,0.00484251799022864,-0.00757118925222559,0.00834543997620823,0.0949191757436806,-0.311129177677945,-2.67687949796429,-2.57880698870988,-3.58202995495584,-0.12230756038912,0.121418195393447,0.0780469469401634,-0.126072028268365,-0.0182068878976638,-0.0297589977486878,0.446894393024048,0.780429223944958,-0.588092954643905,0.153379435309382,0.383519950529493,1.37798928683869,-13701.4032356428
9.21315885534998,20.8751955577939,-2.17887796372428,-4.71267618032017,0.0120869728290138,-0.00958786361323213,0.0170974604568296,0.0887480953233212,-0.560931131617908,-2.49993489474297,-2.61951869584554,-3.61924377323327,-0.117651644800307,0.122945243882611,0.0935550766661931,-0.119695651852197,-0.00896689535224878,-0.0297674083231186,0.171467456519197,0.777431830756291,-0.54671417646433,0.164120823566798,0.41984037880515,1.47695504530742,-13682.682325731
9.68716544942655,20.0563690791671,-2.27501469785783,-4.53087313152556,0.00102167789049503,-0.0161661224028067,0.0108756764759219,0.0748577007627908,-0.379940142676375,-2.10344205378081,-2.62898013752123,-3.65939200910148,-0.112953674258503,0.129452329271009,0.117485889099466,-0.115333016008072,0.00968566812272304,-0.0201734141532907,-0.367613597951126,0.508188031621295,-0.65903569231977,0.0576353497772516,-0.0418930317422656,1.35546404053167,-13641.8686980799
13.4571670079803,8.46983770329565,-3.11183990972787,-2.02648002214343,0.0489867288063175,0.0315038120940856,0.0454659450776014,0.0443743492881154,-1.34932820725652,-1.24566964506852,-1.83721673774338,-3.69898669740525,-0.334030660624284,0.0535595720558502,0.0757565221566468,0.0133122390443422,-0.0240170526894292,0.0478467131142002,0.597758881903926,-1.50268146449512,-0.0221273816461489,0.137068633937995,0.492078151853672,2.10956287976104,-13502.6686167742
11.3292396981341,6.7507646776769,-2.66497350654104,-1.64574669018819,0.0768989611677248,0.0180762013041378,0.0227116210263046,0.0206603704765728,-0.703086888543963,-0.562603826084264,-1.48957899623237,-3.26846819386238,-0.408284857345956,-0.0458199019946776,0.0865745807796272,-0.0768115659671843,-0.0227484375619309,-0.0360508183295576,0.54995004799363,0.92982849820542,0.0873819882819318,0.0666028880757968,0.282674463353961,2.10337128968005,-13425.8447879989
6.80479993269875,6.42087138121585,-1.70704555293485,-1.56357474373183,0.144270128773541,0.0230753496251149,0.00795066663278058,0.0195739425446045,-0.290954372055798,-0.532453076605345,-1.08084365142081,-3.17238458124595,-0.515410459522491,-0.103848461278924,0.12854744285873,0.00938872748863029,-0.00715236507316135,0.0088806650072881,0.124908130105672,-0.351451345478664,0.0691863781032524,-0.0210382997068296,0.0679229654178422,2.21486394130427,-13339.7795816838
5.90425642626214,8.68666826866249,-1.51290162246337,-2.03457323049148,0.150702606222377,0.00868594319540751,-0.000851253243629214,0.0265575781593222,-0.022296068258773,-0.73115997455748,-0.905113968197662,-3.60571115502321,-0.582573880825845,-0.0588686731668531,0.161042132414115,-0.00739405386775385,0.0107016060311909,-0.00784420545321055,-0.389570043430203,0.14125239916968,-0.213241156373515,-0.103473427950245,-0.299168953714293,2.28946994170886,-13274.8504690826
5.37396410789124,8.74623236043113,-1.39620883783895,-2.03823322255206,0.146967621137197,-0.00131880615687278,-0.00283330767322252,0.0275417783278687,0.0290074448150624,-0.757147245191861,-0.735924591708984,-4.3255732675927,-0.663368232954512,0.0305246831391498,0.176257354421473,-0.0115968802206873,0.0171134456772159,-0.0121172010460541,-0.589584558495531,0.248617844116964,-0.194779086241982,-0.0882068569613738,-0.430274941226029,2.54792766789296,-13243.5657871472
5.93652351977765,8.45796995482039,-1.52046550954822,-1.97648026151553,0.147707472169677,0.000211103215913145,0.00101119302114121,0.0283815591766488,-0.0835214091172745,-0.781351107285239,-0.725791133626582,-5.54404498023743,-0.721108575101415,0.212762717547392,0.202038049340471,-0.0163118255221696,0.0205107925186744,-0.0177891184043566,-0.718757505303059,0.383463585929415,-0.171962675610389,-0.0531592637761415,-0.536137420410676,2.8950944855909,-13224.6319143537
6.21860294076664,8.44421044155695,-1.57889811724394,-1.97564166914135,0.141026586957054,0.00336448115090048,0.00237775445866138,0.028641168810865,-0.121871339430681,-0.790624755082053,-0.841703320250739,-6.3757397227409,-0.717231940548295,0.35659711352215,0.218611843568856,-0.0198178946739268,0.0200311872870957,-0.0219200416264435,-0.724860028109722,0.488469138547591,-0.148934232391858,-0.0491562620912035,-0.586707906182712,3.049563773544,-13221.8563672023
6.3273809592635,8.4062459235259,-1.60306327997925,-1.96786677712129,0.142026137538273,0.00309526599872986,0.00286678140695317,0.0283761370639087,-0.135262924352747,-0.782811160783378,-0.989337086425705,-6.9499051607847,-0.691329540417828,0.466154351894293,0.231166958725871,-0.0214557145704676,0.018518392546918,-0.0247185612268668,-0.691606382710155,0.563771359567129,-0.151052579102588,-0.0501661434767483,-0.615448059505637,3.10999468309333,-13221.31753838
6.31696922142809,8.3853414701792,-1.60054574691898,-1.96365575454649,0.141514079033249,0.00366936765509173,0.00273372776255514,0.0282338899661939,-0.131370768000762,-0.77932156651574,-1.25723045124196,-7.76229905308433,-0.635589787948324,0.629266204362932,0.247939567398634,-0.0234862915155706,0.0150845812759467,-0.0282686875269338,-0.604589348028769,0.659951189551732,-0.151810128367657,-0.0516031060960353,-0.640026741439681,3.16239025419034,-13220.8341298883
6.2697353217158,8.36925756515666,-1.59052221340551,-1.96009174415482,0.142007272940754,0.00335520606589099,0.00255111776076548,0.0280449177415198,-0.126146372753048,-0.773464091892953,-1.5841989690852,-8.57510764459211,-0.562698831084767,0.799383870402462,0.263650150045829,-0.025039883238191,0.0106256998006043,-0.0314011783978277,-0.483798208713698,0.744863397019481,-0.154490775557458,-0.0525668803191898,-0.64569904848427,3.18900750465197,-13220.5061226377
6.21733184735107,8.36312526603742,-1.57903794110168,-1.95859202035439,0.141851189834003,0.00344157286725234,0.00231219668588024,0.0280462028400068,-0.119583446178363,-0.773675283917506,-1.7552483658045,-8.87999030806767,-0.52271639745579,0.867944976922753,0.267463345424525,-0.0253708660974542,0.0081073336096853,-0.032332103784862,-0.410011713380423,0.768707927979717,-0.155057023811942,-0.0524835792950169,-0.628907819943061,3.18165178477022,-13220.4097634559
6.2030000160718,8.36281809234364,-1.57593934040774,-1.95841340074763,0.141872955894739,0.0032721511566229,0.00227426589082831,0.0280212673603332,-0.118516234825393,-0.772732710257308,-1.82835779745976,-8.93381120445605,-0.505747455390535,0.883114126800624,0.265861066747335,-0.025098629328978,0.0071583989265057,-0.0323790696646664,-0.377849199687205,0.768159682464793,-0.155246271572116,-0.0523724961378192,-0.609532813302174,3.16981506764605,-13220.3802972542
6.199355827589,8.36097666943673,-1.5751308362525,-1.95796710751757,0.141853617154108,0.0032795242928202,0.00224646213541293,0.0280163960862282,-0.117754780383001,-0.772637634370357,-1.89201100704343,-8.95937636973382,-0.492137082987501,0.89093440782776,0.263236600162974,-0.0245882310956045,0.00658258533963057,-0.0324687772556248,-0.355524379415444,0.76823786393722,-0.155195905376804,-0.0525238893373511,-0.592271601132303,3.16199083850195,-13220.3641129651
6.20314309156293,8.35898048229252,-1.57595922594914,-1.95752833735003,0.141864344728442,0.00323434077225557,0.00225784296434707,0.0279818777460346,-0.118021211131945,-0.771588855330164,-1.97075195171544,-9.01138942749183,-0.476098082920492,0.902816654309882,0.260803871919701,-0.0238204520032509,0.00613419359050257,-0.032805028748027,-0.336478883790974,0.774854483638138,-0.155293175829091,-0.0528298607935843,-0.579427956038777,3.16016958703582,-13220.3529568346
6.20630030260489,8.35683297991694,-1.57665322220854,-1.95708130099635,0.141891851822097,0.00326417427772435,0.00225741064953514,0.0279662831338335,-0.117990540765289,-0.771200972508036,-2.03969324162707,-9.06802938845837,-0.462112135066226,0.914226612746761,0.259383549015687,-0.0229683905555321,0.0059167426890981,-0.0332246831868524,-0.32587012999778,0.784554179527045,-0.155378257400742,-0.0531043200696706,-0.576158799909689,3.16317504301431,-13220.3473036169
6.20703691826435,8.35558674711752,-1.57681829855051,-1.95682846986597,0.141899151194245,0.00326120528343676,0.00226147066017277,0.0279537161389372,-0.118080695867473,-0.770838086221144,-2.08431160107502,-9.10047233599934,-0.452776459459014,0.920174196017937,0.258656650702319,-0.0222116259829207,0.00592009312880705,-0.0335067496740911,-0.323438191690227,0.791521437065988,-0.15545886640288,-0.0531656246068104,-0.579346177033511,3.16682088646243,-13220.3447166584
6.20572663986717,8.35479576765429,-1.57653613269161,-1.95666816139573,0.141903844178526,0.00327918411748939,0.00225771661192445,0.0279575190925721,-0.117980228124984,-0.77097836153766,-2.11535303502634,-9.11001407864993,-0.445907524862695,0.921475936294604,0.257988396446735,-0.0214873880811907,0.00602050705089325,-0.033651102970851,-0.324353193516337,0.79512917665393,-0.155438094897089,-0.0531034307384355,-0.584920768903831,3.16921002283127,-13220.3431502092
6.20400401529224,8.35452379854294,-1.57615705651379,-1.95661201796138,0.141887895711918,0.0032783988727622,0.00225763859261541,0.0279617126985672,-0.117979954701501,-0.771095627514323,-2.12808530308534,-9.09930508821632,-0.442790894758069,0.919017343614033,0.257432820697165,-0.0210577404578469,0.00612762360742732,-0.0336429826915982,-0.326124212241251,0.794806954623972,-0.15538729757916,-0.0529700313433095,-0.589379611311069,3.1695561421073,-13220.3424426703
6.20334070935938,8.354689665874,-1.57601038601452,-1.95664674218166,0.14188144126618,0.00328378708403161,0.0022563652181485,0.0279674592990895,-0.117977801487383,-0.771270823431787,-2.12651056831384,-9.08532133397527,-0.442931211769988,0.916210230820472,0.257195696477429,-0.0210125690757432,0.00616317543837879,-0.0335750222119818,-0.326596220664389,0.792908947952801,-0.15533327714042,-0.0529013260401917,-0.590946669259638,3.16880173086361,-13220.3422549277
6.20334070935938,8.354689665874,-1.57601038601452,-1.95664674218166,0.14188144126618,0.00328378708403161,0.0022563652181485,0.0279674592990895,-0.117977801487383,-0.771270823431787,-2.12651056831384,-9.08532133397527,-0.442931211769988,0.916210230820472,0.257195696477429,-0.0210125690757432,0.00616317543837879,-0.0335750222119818,-0.326596220664389,0.792908947952801,-0.15533327714042,-0.0529013260401917,-0.590946669259638,3.16880173086361,-13220.3422549277
6.20334070935938,8.354689665874,-1.57601038601452,-1.95664674218166,0.14188144126618,0.00328378708403161,0.0022563652181485,0.0279674592990895,-0.117977801487383,-0.771270823431787,-2.12651056831384,-9.08532133397527,-0.442931211769988,0.916210230820472,0.257195696477429,-0.0210125690757432,0.00616317543837879,-0.0335750222119818,-0.326596220664389,0.792908947952801,-0.15533327714042,-0.0529013260401917,-0.590946669259638,3.16880173086361,-13220.3422549277
6.20335837247747,8.35469090906907,-1.5760050587653,-1.95664663320996,0.141881457324177,0.00328378708540783,0.00225636532684361,0.0279674589565751,-0.117977792532539,-0.771270784356162,-2.12651108962234,-9.0852982845828,-0.442931360975519,0.916211209796958,0.257195729425077,-0.0210125692993245,0.00616317598309571,-0.0335750345922303,-0.326596139923409,0.792908660897269,-0.155333275805882,-0.0529013259576675,-0.590946733308012,3.16880176767954,-13220.3422544903
