"asc_acc","asc_brk","speed_acc","speed_brk","nodv_acc","nodv_brk","dist_acc","dist_brk","time_acc","time_brk","asc_llc","asc_rlc","oldAge_llc","oldAge_rlc","oldAge_acc","oldAge_brk","speed_llc","speed_rlc","nodv_llc","nodv_rlc","dist_llc","dist_rlc","time_llc","time_rlc","pos_acc","pos_brk","pos_llc","pos_rlc","lambda_1","lambda_2","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-19306.8171975594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-19306.8171975594
7.92576055973769e-05,0.000425881600007415,0.000328235464170575,0.0019108394626528,0.000315596777945757,0.000604364776983857,0.00142305894754827,0.00940451942943037,8.56534093618393e-05,0.000335454069077969,-0.001165926348418,-0.00114339835010469,-0.000362803181633353,-0.000355635182932019,3.6556800827384e-05,0.000117964800447226,-0.00533900750242174,-0.00523584853671491,-0.00184299523383379,-0.00184657923690975,-0.0252862095292658,-0.0250048706512898,-0.000920396959409118,-0.000908507825806737,-2.25767455995083e-05,3.15667446702719e-05,-0.000131088485941291,-5.11678475886584e-05,1.00035013586655,0.998399298187345,-17764.3444340674
2.36206863132073e-06,0.000410684576863862,-7.48028752230082e-05,0.00177297198615387,0.000371583494287009,0.000190163960472076,-0.00327357896500008,-0.00961109644257364,-4.05972214276907e-05,-0.000343543828288604,-0.00235749200408737,-0.00230689876796656,-0.000745683648900199,-0.000729463196306968,3.49026772884054e-05,0.000107473876080586,-0.0107885591606758,-0.0105569148396217,-0.00349965109100586,-0.00351676907514636,-0.0399180628028159,-0.0393671817596002,-0.00145996701774962,-0.00143594648606525,-7.70480357699853e-05,6.46195900542561e-06,-0.000264247980152197,-7.0497759133284e-05,1.00033178398191,0.996766839997782,-17041.1392902156
-0.000374689336212005,0.000639313591107353,-0.00186712783309465,0.00274534208537605,-0.00014378896276731,0.000205703860359794,-0.0220842955568253,-0.0149670405260159,-0.000665860603524085,-0.000543648328393276,-0.00351788122348998,-0.00343784201948239,-0.00112787945737939,-0.00110203099349189,-4.85932014011632e-05,0.00016547752441239,-0.0160906034167316,-0.0157241793399155,-0.00493619266033598,-0.00497840972155531,-0.0463587282994065,-0.0456033187391088,-0.00170488778859335,-0.00167066543054722,-0.000175022324048669,3.38463961720277e-06,-0.000393355544044765,-6.2696599463272e-05,1.00033195341666,0.995178487255714,-16831.1768570264
-0.00363141394754308,0.0203729120329607,-0.0214744665944442,0.0874046303031378,0.0147536950622251,0.00544025866231168,-0.0188354531698955,-0.0182618552602004,0.00327854843476119,-0.00198860811508262,-0.0817124784697909,-0.0796863072973764,-0.0274367994667812,-0.0267612906979751,0.000898778000318035,0.00520104994847595,-0.373065981569485,-0.363794529644452,-0.0912126879825199,-0.0940527699966561,-0.00191021514429017,0.0042999405599532,-0.0010353679681606,-0.000586425961878037,-0.00493360804025435,-0.000125326103840847,-0.00907331966529839,0.00214642317377868,1.01679249431271,0.888112519480142,-14955.0874135784
-0.0044894155597044,0.0184384690919429,-0.0257344402946841,0.0781367730924995,0.0150940868870745,0.00168714001877289,-0.0185039270051532,-0.0172740744016821,0.00356527784998334,-0.00208948643460941,-0.0847837367010571,-0.0829291051414606,-0.0284807992534155,-0.0278507889030568,0.000758534391738304,0.00443946613930248,-0.387061686845197,-0.378583038327091,-0.0941734995451188,-0.0978298661686005,0.00973079846193225,-0.0040340318085859,-0.000665361727588759,-0.000903377593571214,-0.00533729566655677,-0.000481968440380073,-0.00945849962276021,0.00256298880688219,1.01572313214755,0.883770674314132,-14929.4161008306
-0.0122312041120929,-0.00325252935314797,-0.0634922282727984,-0.0240642335064156,0.0154013502186377,-0.0346404767447067,-0.0155807139911666,-0.00717880573958339,0.00559380726899916,-0.00278943507825359,-0.101066935191087,-0.0983522535132731,-0.0340149626766953,-0.0331003194993938,-0.000796769217417027,-0.00362309010996935,-0.461213873767267,-0.448793748451997,-0.109012334262031,-0.114393804044375,0.0154953106693978,0.00535663458084068,-0.000638356142451326,-0.000642634116896805,-0.00834191810874252,-0.00382947313768531,-0.0116957216108268,0.00634267062999708,1.0025212694404,0.862538471026768,-14398.8217286819
-0.0503456236605221,-0.00622362096151574,-0.243372043818579,-0.044480061828089,-0.00991965726475051,-0.0496512134273692,0.00193177771406344,-0.0044324143421549,0.010664695174194,-0.00454208046437723,-0.109086284029006,-0.108151289548236,-0.0372233507177843,-0.0367016107699942,-0.0110226240869132,-0.00693482756866875,-0.49727594332516,-0.492858040525142,-0.102061104275165,-0.119500279153924,0.0178908448985894,0.00881263849151115,0.000335072052947514,-0.000272665051596785,-0.0173330657811519,-0.00689556186093573,-0.014178864706603,0.0186050082215078,0.976958809846324,0.850129405136455,-14372.6825142596
-0.0783738195716193,0.0145960576168899,-0.476087836393052,-0.0788815301760037,0.408373608291949,-0.139355245796077,-0.00187641077837935,-0.00306182286621985,0.105767885610131,-0.0374680563558631,-0.10693511944827,-0.143089324900343,-0.0475164465171407,-0.0552498397331002,0.0271472943030087,-0.0485739062209243,-0.476101946491364,-0.638268495144136,0.237133873004483,-0.0217485155812963,0.00469549840200791,0.0142122600451075,0.0238385025017735,0.0075558471907276,-0.117091731984337,-0.0568703237518175,-0.0486933400801612,0.273023629877854,1.42915075416634,0.814559677365157,-14336.3673675727
-0.101282505741459,0.0341024665955683,-0.678582830278362,-0.116914411238151,0.728152977003619,-0.169809421623645,-0.00376312650600265,-0.00319341646440459,0.191739759525492,-0.065014571645934,-0.149420491060326,-0.12910348026069,-0.0677855840671239,-0.0577341115573651,0.0671352016999531,-0.0873920645090595,-0.657988787973559,-0.560880215786315,0.440062479869489,0.136758668018468,0.0100249438218252,0.0017373331622934,0.0411546868578138,0.0167488989377033,-0.208088900853404,-0.104393471913416,-0.0874746109824643,0.52411587115406,1.85224555185126,0.821169190087496,-14203.9485566328
-0.102360232250647,0.0618264850919624,-0.819680575699231,-0.221315969231218,0.543501769979999,-0.109553336414787,0.00520937179889669,-0.00446459134614088,0.283796981481572,-0.0889454650338873,-0.159591652900587,-0.145794405790313,-0.0571565503154278,-0.0702364387488103,0.16999136785759,-0.124323012458646,-0.677163169660055,-0.612717608611438,0.487328054050424,0.294004890561395,0.00891801879020159,-0.000867956092203849,0.049342913284499,0.0286127191702829,-0.308644296406198,-0.151695918416267,-0.130040932040364,0.89903948229077,2.54006897364216,0.783857504216931,-14080.2332251352
-0.0985521397856844,0.100616242549768,-0.917618467319557,-0.242680858158528,0.611290713096533,-0.166246142832103,0.00553862723543841,-0.0041970629951794,0.348689617618781,-0.100019327475923,-0.149364936567825,-0.150249638572762,-0.0209525236923835,-0.0608194979003533,0.224825024590909,-0.134458815685129,-0.599392970456658,-0.606206350942368,0.209975919457321,0.233124802926459,0.0127098053713598,0.0016599817906302,0.033832970776024,0.031341127460469,-0.347674310010884,-0.133627277494203,-0.139491629551662,1.12979470515255,2.81878064872531,0.770507898870352,-14029.2171248526
-0.0838344687214902,0.142038464725983,-0.937248573390321,-0.222011557012371,0.577957912932847,-0.302156014292421,0.0060017530818671,-0.00259857350597604,0.375645497332602,-0.110552410241072,-0.155567578039844,-0.147907136466553,-0.0145596733272312,-0.0403393653354687,0.264111382998992,-0.133831379603329,-0.609932089987637,-0.567822260101956,0.194472593257614,0.102840464519406,0.0136361612043845,0.00227230402707766,0.0341741042977294,0.0304571310898407,-0.344234183692959,-0.0809636709049482,-0.132985830855021,1.2319186600165,2.91227211431075,0.813043360254917,-14018.4367333085
-0.068032656298008,0.17742425765381,-0.95370035148388,-0.244696478842382,0.57945019684582,-0.266336038016393,0.00591437535750035,-0.00284082896831419,0.392860868122256,-0.117847803831265,-0.16094801219148,-0.153433975448363,-0.0090434285398642,-0.0224145407572517,0.291756385443406,-0.147892945909319,-0.617221341233798,-0.561899912635693,0.200405932679683,-0.00368707109286037,0.0135442378921251,0.00440541106771344,0.0371765219654645,0.0301366631506673,-0.329042545865286,-0.0204507260321604,-0.119513247132668,1.28789267883536,2.94913240581408,0.895124129124386,-14011.4844237121
0.0175322806001092,0.363800443963435,-0.972821223227579,-0.271246890765136,0.573080997835825,-0.307950329104265,0.00403573512218388,-0.00099153438351685,0.437330928770624,-0.162599361088089,-0.180444596412949,-0.205902528917855,0.0271531347320727,0.0116168415925109,0.387523493855972,-0.203340192917895,-0.624137206546751,-0.652100106395039,0.169491493955924,0.0773484147367493,0.0115426742728738,0.00417635059666524,0.0546245430478222,0.0368778257955874,-0.268198845336312,0.212893281560857,-0.0561797829171089,1.42620325320427,2.93482719938414,1.19146286683141,-14005.4507578581
0.52234521645284,1.42379359856494,-0.940461362026485,-0.454579121625581,0.516659713148607,-0.224760666825921,-0.00507969557213447,0.00911362711574053,0.512880904502184,-0.448704793309348,-0.285267661935686,-0.412719325287669,0.171995811064461,0.105473957853282,0.699025320548945,-0.346483415015376,-0.617886332762942,-0.703771162303672,0.252197515170715,0.153318583844475,0.00411521841702008,0.00525826105562654,0.150989015281361,0.00161469105198796,-0.434192512423431,0.147935252800317,0.156674913672512,2.28886864940191,2.41162584907792,1.28454828388914,-14000.9385161014
1.59546702035988,3.75217262367145,-1.12321846410614,-0.983197737859515,0.47018623042894,-0.149145848868542,-0.0154884145299854,0.0279672748267743,0.744199594433492,-1.01178802062532,-0.523414252254972,-0.840375080173607,0.198683773400808,0.136407214443456,0.686361203529748,-0.221326870580898,-0.558793715605999,-0.580959676508456,0.272052297515214,0.167101228702042,-0.00120350092245607,0.0100985057101059,0.25494124217058,-0.194440631714361,-0.422513071935586,0.278158333288431,0.0215907480292259,2.28423401864858,2.30184276906266,1.07614315994128,-13891.002706831
3.69094381978072,8.34187535109529,-1.47872360419949,-1.93367031317594,0.335075977651333,-0.166323165135223,-0.025444082702774,0.0649712849926775,0.973416559616487,-2.09559948322932,-0.995850710251867,-1.69414010820513,0.227815700074789,0.19781472525638,0.202832927753434,-0.602288903545496,-0.456524385598289,-0.438299563162415,0.18306710380759,0.0851734987286219,-0.00974115444034286,0.0190924136564106,0.388844527709487,-0.462558540361786,-0.660624290038663,-0.228152201064929,0.150718691974016,1.99680478973147,2.29461915769986,1.27081514266189,-13787.5842344137
4.19375136427489,9.49568627683015,-1.60395066320601,-2.20373316940927,0.343833623037439,-0.17775079032449,-0.0167619578540174,0.0696262563902427,0.719796856179379,-2.22943962802892,-1.11520295845784,-1.90547316965553,0.0497097928175334,0.0726741828077685,0.302815772701931,-0.271261858244948,-0.425542520487971,-0.419924322963053,0.143007573111121,0.0633725531468886,-0.00967125700441449,0.0170093554459441,0.34570076751172,-0.401842861935002,-0.664581147471787,-0.497521208332972,0.373419414374633,1.91386292063297,2.34415730493773,1.43680910765105,-13758.9238996232
5.25240439027845,12.0902989183969,-1.89386233237685,-2.78062873980695,0.430864493331008,-0.175536189491053,0.044298052755885,0.0494682268333413,-1.018088712097,-1.69094997192491,-1.3870197887904,-2.31804425764374,-0.390618418094518,-0.374364000406698,0.00542291153004992,-0.526695702378475,-0.343298263016047,-0.226544304661544,0.170189218384468,0.0539588421254014,0.0057892323910503,-0.0100359529898637,-0.15148999154628,0.260954039372255,0.152002366372102,-0.401751160732685,0.942969860541938,2.14922283594298,2.55152212561917,1.05564852999508,-13736.1700539589
5.74349724438659,13.1677593699942,-2.0417510014277,-3.0119669532852,0.46468526739366,-0.197949171422583,0.0594064638494025,0.00440342600294363,-1.45373982964432,-0.416075102405573,-1.50603533528095,-2.49934601484819,0.1629124433626,-0.0309508280439638,0.325129770942391,-0.594224955572593,-0.372444088121457,-0.195935349737747,0.24927084594704,0.0514078634787354,0.0232002615545381,-0.0320742805387794,-0.694631389423953,0.869336916177951,0.214704383183484,-0.532000721104476,0.806771971370283,1.9659865978059,2.61427909802959,0.946924598507494,-13702.7878379646
5.7667958479805,12.9943528537535,-2.00950652095416,-2.98618949634802,0.44825583935928,-0.187872884950337,0.0653078776213908,0.00218346944616381,-1.6395848922764,-0.353179727541192,-1.45370459892334,-2.53942132915099,0.0598529854487109,0.196123169415189,0.167698729548433,-0.478266535676537,-0.370110725008009,-0.222719693153327,0.241177015367572,0.0499819579116699,0.0232100988753593,-0.0373999111823404,-0.716623826902512,1.03139528093693,-0.162479718513608,-0.373537510672114,0.519148951747614,2.01170803411118,2.58612502162142,0.980347343776011,-13674.9476717686
5.42978707739142,7.914254618606,-1.67403662178333,-1.96013591260486,0.174704065041689,-0.00718136742420253,0.015556625637869,0.0125414581765566,-0.417147561266206,-0.676394172540732,-0.349424728130249,-2.95642037652292,0.899939038462959,-2.37447333016388,-0.0307789321926437,-0.147967618801525,-0.703310918182709,0.0795439322023922,0.254884843281774,-0.199525730429455,-0.00476571100880128,-0.0254183527003957,-0.0472953291143839,0.665731050364884,-1.84702361313515,0.802505664275072,-0.274491423212753,1.88484200073558,2.31747549689971,0.771483432561071,-13668.6615159176
5.13658975151654,4.21497077075995,-1.50006345471247,-1.14552674701687,0.0198313731573643,0.0605629487443046,-0.0351257870264696,0.0262837928822645,0.840299135015221,-1.06237143724458,0.447308699827226,-3.32607933102836,0.270360750429999,-2.48579578294796,0.0996032513155654,-0.0561511678606808,-0.818444982960937,0.0331142682813954,0.166114323137148,-0.217466316174602,-0.0262987956869276,0.00660454037901857,0.442693814246795,-0.207714658607576,-0.556450159093702,0.211022023997422,-1.77961805329913,2.23130926903888,2.08456550625423,0.995818747387035,-13504.9667239512
4.99698014403673,3.56023483273478,-1.53707696608209,-1.04999791495673,0.0555562065264007,0.0925121898726168,-0.02693124914179,0.0445191163935996,0.646323617122532,-1.59047725755464,0.584014775097544,-3.43764405604918,0.783117074860911,-1.55086165101438,0.17562138869623,0.141080068421166,-0.915464936984938,0.0377506912820538,0.179260579991231,-0.156644731694804,-0.0312687786816309,0.0215997875222562,0.629475853540198,-0.693289848549806,-0.201125161773694,0.235262419549871,-1.18979152108425,2.09566251463378,2.27188466093192,0.749537678846935,-13471.0866773731
4.97627565249828,3.53949764429485,-1.55687417268028,-1.06375131486581,0.0649777059861363,0.108225013670126,-0.0338923189054734,0.037378379123665,0.870817724331019,-1.38978394687875,0.59799863371188,-3.53632960975333,0.387782890919238,-1.01538759116249,0.227144400207385,0.107285630974539,-0.909932050014195,0.0562075312761762,0.182136441943305,-0.0913228569932854,-0.0246232134733425,0.0394453199913368,0.470087541194922,-1.24869364168575,-0.347095373885431,0.432637942460525,-0.505415596984948,2.02884269953259,2.35078157424971,0.560126139507591,-13442.547814917
4.95643541960954,5.03339954327209,-1.57406112853638,-1.42936074659044,0.149713069297434,0.0351887201698952,-0.0171784436502714,0.0414786984261022,0.442293681107365,-1.43370605850327,0.175808684647794,-3.94805996037967,0.742230853116201,-0.492805973199575,-0.352649007597007,0.572599375955367,-0.954360356183336,-0.0529656506029848,0.343310518291149,0.00574589279482,0.0448750348737731,0.099872410461361,-1.54741078147531,-2.92551555372528,-0.75765753474801,0.634885911378699,-0.149750297978083,2.5393959759545,2.52931824360625,1.11136803093003,-13412.1797976288
4.90789081115118,6.0151721594903,-1.69205751837077,-1.60576423171818,0.245466752672296,-0.0234552209916761,0.00360015966472576,0.0611067951436187,-0.0795515005415417,-1.95918930900369,-0.0320739498677528,-4.12546322581822,0.5438108545975,-0.216160328234606,0.598429224932794,0.00748515138031058,-0.914958816776533,-0.0384957326075433,0.330069356176335,-0.0139495779753672,0.071431109915653,0.105862379225528,-2.26173538500092,-3.07873872535048,-1.16513866996728,0.745731762963017,-0.238878387956832,2.30301630792295,2.67465199092741,1.21263822179327,-13397.6375964303
5.07409865015489,8.73553714126182,-1.82757505276662,-2.21669052546583,0.331275632200562,-0.100173213467911,-0.028789680924096,0.0771465480820107,0.941491260424011,-2.30558834198685,-0.262972144695853,-4.2945473606032,0.0365687146379695,0.485851145501555,0.38950710862877,-0.00608164064905743,-0.864552885122379,-0.0324976123139013,0.271116959003716,-0.0425407984776748,0.0319752781443475,-0.03238343362603,-1.0520250600399,0.812095460200438,-0.778113740092351,0.650918334137883,0.705114419198556,2.38235021675517,2.90696100815918,1.11574015780742,-13321.035298533
4.87627547548502,9.60253584803569,-1.82151956064986,-2.38381086419269,0.39935033657693,-0.198475776259416,-0.00183132731722629,0.0373035113523415,0.192914450661681,-1.11263146750986,-0.162758450384094,-4.67135372021526,0.0948332003333651,0.241875743437675,0.327446775760624,-0.111772650996453,-0.874588063156641,0.0256676372910534,0.141716062426163,-0.0762022606745297,-0.0384023587696357,-0.0141539542740175,1.00645820667872,0.319692061562753,-0.7046206666613,0.393295068333929,0.192036821259836,2.54802633297254,2.99139768236987,1.29070837158049,-13289.797142199
3.56533872047995,9.73432364866,-1.30256821044621,-2.35411261502161,0.280495657675915,-0.10602280826727,-0.0126565542496713,0.0544609875136034,0.237345969586024,-1.49670496297403,-0.538528689776972,-6.29359942059431,-0.321233221924241,-0.443716074733701,0.00607384141516926,-0.27766397481343,-0.741971210225205,0.348890077437577,0.383249007544781,0.00880373683905017,0.0770239956223369,0.0148995172677771,-2.50746923603301,-0.433594367792033,0.37103791941449,-0.445897943374681,-1.0208525629061,3.28192369906899,2.35802038477535,1.0088158500104,-13274.1212743231
3.33996932070371,8.26258510179546,-1.27766842070489,-2.08325659388733,0.253559067098275,-0.085393563094813,-0.018936851974406,0.0446222397976551,0.436042633876895,-1.2618568544286,-0.40296310765096,-6.35592853485264,0.13492298297249,-0.201562375176007,0.199807837119594,-0.0936827892534571,-0.841987078899025,0.31041313722353,0.273940059777487,-0.066274282778061,0.0093171478808601,-0.00734577078277498,-0.549365274686872,0.147778427735095,-0.336367255805794,0.0188097945815071,-0.752604374913533,3.14471175133129,2.52201618068024,1.30628224803469,-13217.8924376636
3.20880659187821,8.75157151532031,-1.22450477392824,-2.18726305724841,0.253687761792283,-0.0864116728611258,-0.0191146400775784,0.043954416777498,0.414895136421188,-1.18998605807444,-0.562492565370565,-6.86643190420288,0.1108404964501,-0.0526003349430475,0.205091148486999,-0.114539522415824,-0.812111026470236,0.384453303599109,0.266338869565921,-0.0571691539131298,-0.00284494508194987,-0.0100608905011842,-0.189977236612154,0.233573861461061,-0.265645853825829,0.0171562633805168,-0.859758048711473,3.30859607942608,2.4275922965084,1.34219219583428,-13213.0230732644
3.03856286417856,8.86160853614032,-1.18067788241589,-2.21324500024663,0.258099928668355,-0.0899832421416205,-0.0203000355734886,0.0437117982811076,0.438247449003279,-1.15828870098531,-0.831151239792848,-7.55525552086647,0.186645768275524,-0.0439467408111403,0.18774530802356,-0.120935405753417,-0.77047068241631,0.501870279245669,0.275466452725721,-0.0582776485937733,-0.00694852135690688,-0.0133125774967617,-0.0705935591948391,0.325407591796796,-0.231650382429129,0.0200457440582373,-1.0521439214471,3.45544101554585,2.40131989959905,1.41861238888614,-13211.1584074442
2.89872534422808,8.9404019027926,-1.15134042158024,-2.23493592696784,0.263064016623511,-0.0902049750400111,-0.021374419173932,0.0439475347333302,0.465042895964129,-1.15687484604881,-1.26898578385179,-8.6146394584374,0.325946873606279,-0.0646339498139069,0.185283943713079,-0.129723382508282,-0.701915417910245,0.69053737414836,0.293475074595132,-0.0626724317274078,-0.00873245016609043,-0.0172555246478741,-0.020997422830206,0.424057969201749,-0.229765020778208,0.0323260643097922,-1.32759509073606,3.62823835427319,2.40992687308066,1.5456621657244,-13209.4227989776
2.75229598009076,9.01213640578449,-1.12900050736722,-2.25612589528548,0.268147856623794,-0.091267831123933,-0.0223251524127348,0.0446925693664163,0.497205701076949,-1.18482881915027,-1.88060047618272,-10.0436428484186,0.488872311389928,-0.111072948454474,0.194317309954013,-0.139622823032104,-0.602165720948523,0.950631634651869,0.315011570832471,-0.0689261541065466,-0.00943999073175456,-0.0221182317974393,0.000637873905616142,0.535536869720884,-0.251236117884887,0.046240977301538,-1.66700646283391,3.82515370128095,2.45521877277264,1.72549617014474,-13207.8244818354
